Id	Title	Description	Date	Duration	Type	Session	Track	Presenters	Materials
251	Measurement of the EMC effect of the 3H nucleus from the JLab MARATHON experiment	Measurement of the EMC effect of the $^3$H nucleus from the JLab MARATHON experiment	2019-08-27 13:50:00+00:00	20 minutes	Oral Presentation	Parallel Session		Michael Nycz	
253	Overview of recent  STAR open heavy flavor measurements	The experiments at RHIC and LHC  have produced convincing evidence that strongly interacting partonic matter, Quark Gluon Plasma (QGP), is created in central ultrarelativistic collisions of heavy ions.  Charm quarks are ideal probe of the QGP since they are dominantly produced in hard gluon-gluon interactions in early stages of nuclear collisions at RHIC energies. Therefore, they are sensitive to the whole evolution of the hot and dense matter. Thanks to the excellent vertex resolution provided by  the Heavy Flavor Tracker detector, STAR is able to measure charm quark production in multiple channels via reconstruction of hadronic decays of D0, D+/-,Ds and Lambda_c hadrons.  In this talk we will present recent STAR measurements of nuclear modification factors of D0 and  D+/- mesons,  D0 directed, elliptic and triangular flow and Ds/D0 and Lambda_c/D0 yield ratios. These measurements will be discussed in context of charm quark energy loss, charm quark transport in the QGP and final hadronization.	2019-08-27 10:00:00+00:00	30 minutes	Oral Presentation	Workshop on Heavy Ion Physics		Jaroslav Bielcik	
256	The impact of fluctuations on the QCD phase structure	Low-energy QCD at finite temperatures and baryochemical densities predicts a phase transition from a chiral symmetry broken hadronic phase to a chirally restored quark-gluon plasma phase. In this talk the two and three quark flavor chiral phase structure with and without an axial U(1)-symmetry breaking is the major focus. The current status of low-energy QCD effective models is briefly summarized. Non-perturbative quantum fluctuations that are of particular importance in the vicinity of any phase transition are taken into account with the functional renormalization group method. The influence of vacuum and thermal fluctuations of quarks and mesons on the chiral phase structure is investigated in a systematic manner and confronted with corresponding mean-field approximations.	2019-08-22 08:30:00+00:00	30 minutes	Oral Presentation	Workshop on QCD	Workshop on QCD	Bernd-Jochen Schaefer	https://indico.cern.ch/event/754973/contributions/3535343/attachments/1896067/3128168/creta_082019.pdf
257	ML techniques used in LHCb analyses and online applications	LHCb collaboration has been pioneering the employment of machine learning in real-time    computing, related to the high energy physic field (HEP), since 2015. The LHCb software trigger exploited a novel machine learning techniques based on binned boosted decision tree model that helped to select high-quality physics data in real-time. After that, a major modernisation of the algorithms for tracking, particle identification and offline physics selections using computing intelligence followed. Especially huge improvements of the background rejection factors for numerous physics analyses led to using the multivariate techniques as a standard step in obtaining clean signals within LHCb collaboration. In this presentation, we give a short overview of the tools and techniques based on the machine learning approach by LHCb experiment. We address the issues related to the proper selection of the training and verification data sets that are vital for the final results. One of the critical issues is to keep up with the rapid development of the tools, libraries and new ideas from outside of the HEP domain (mainly based on the ROOT package). Application of third-party software will be discussed through the application of a long-lived particles tracking algorithm that was commissioned and successfully operated during the second data taking a period of the LHCb experiment.	2019-08-28 12:00:00+00:00	30 minutes	Oral Presentation	Machine Learning Session		Adam Mateusz Dendek	
260	Searches for new phenomena with the CMS detector (not Dark Matter)	CMS, as one of the two LHC muti-purpose experiments, has recorded a large amount of pp-collision data at sqrt(s)=13 TeV in Run-2. This unprecendented dataset is used to search for new physics in a large variety of final states.Heavy vector bosons are predicted by many models and serve as a candle for high-pT physics.Leptoquarks are a potential explaination for the observations in the flavour sector. Unusual signatures, such as displaced or delayed particles, allow to increase the access to models.This presentation reviews the latest results from new physics searches with CMS.	2019-08-28 08:30:00+00:00	30 minutes	Oral Presentation	LHC Semiplenary Session		Kerstin Hoepfner	
262	Branching of Center Vortices in SU(3) Lattice Gauge Theory	The branching of center vortices in SU(3) Yang-Mills theory in maximal center gauge is analyzed. When properly normalized, one can define a branching probability that turns out to be independent of the lattice spacing (in the limited scaling window studied here). The branching probability shows a rapid change at the deconfinement phase transition which is much more pronounced in space slices of the lattice as compared to time slices. Though not a strict order parameter (in the sense that it vanishes in one phase) the branching probability is thus found to be a reliable indicator for both the location of the critical temperature and the geometric re-arrangement of vortex matter across the deconfinement phase transition	2019-08-22 10:00:00+00:00	30 minutes	Oral Presentation	Workshop on QCD	Workshop on QCD	Hugo Reinhardt	
265	Machine Learning tools for Physics Searches at the LHC	The LHC accelerator and experiments program have lead to rediscovering the Standard Model (SM) in the first months of data taking.    Machine learning techniques have been instrumental to the discovery of the Higgs boson in 2012, and have become crucial in the following era.    On one side precision measurements require precise calibrations, on the other searches for rare SM processes and for beyond-SM processes require sifting to a huge amount of data in search for a very small signal. With these objectives, state-of-the-art machine learning techniques are being applied already.    The ongoing upgrade of the detectors in preparation of Run III also requires data acquisition systems to be prepared for very noisy data; studies for the integration of machine learning techniques in such systems (e.g. trigger), also in hardware-embedded form, are ongoing.    In this talk I will review the use of Machine Learning tools at the LHC, providing a state-of-the-art picture of the topic.	2019-08-28 12:30:00+00:00	30 minutes	Oral Presentation	Machine Learning Session		Pietro Vischia, Pietro Vischia	
266	QCD phase diagram and baryon number fluctuations from DSEs	We present new results for fluctuations of the baryon number for QCD with    Nf=2+1 quark flavours at non-zero temperature and chemical potential [1].     These are extracted from a framework based on a combination of lattice QCD     and Dyson-Schwinger equations. In previous works ([2], see [3] for a review)     we found a critical end point in the region ($T^c,\mu_B^c$)=(120,500) MeV.      We discuss the changes of ratios of fluctuations up to fourth order along    and below the transition line for temperatures and baryon chemical potential     up to and beyond the critical end point.     Comparing with preliminary STAR data for the skewness and kurtosis ratios,     our results are compatible with the scenario of a critical end point at     large chemical potential and slightly offset from the freeze-out line.     We also discuss the caveats involved in this comparison.        [1] P.Isserstedt, M.Buballa, C.S.Fischer, P.Gunkel, arXiv:    [2] C.S.Fischer, J.Luecker and C.A.Welzbacher, Phys. Rev. D 90 (2014) no.3, 034022    [3] C.S.Fischer, Prog. Part. Nucl. Phys. 105 (2019) 1	2019-08-22 08:00:00+00:00	30 minutes	Oral Presentation	Workshop on QCD	Workshop on QCD	Christian Fischer	https://indico.cern.ch/event/754973/contributions/3535342/attachments/1895939/3127919/Fischer_v1.pdf
271	The layered phase of anisotropic gauge theories as a model for topological indulators	We show that the properties of the layered phase of anisotropic gauge theories provide insights into the properties of topological insulators and provide useful computational tools for their quantitative description.	2019-08-26 09:30:00+00:00	30 minutes	Oral Presentation	Workshop on Lattice and Condensed Matter Physics		Stam Nicolis	
273	Experience of RIBs Research at RIPS facility at RIKEN	Experience of RIBs Research at RIPS facility at RIKEN	2019-08-22 14:00:00+00:00	30 minutes	Oral Presentation	Workshop on Physics of Exotic Nuclei		Evgenii Nikolskii	
276	SUSY with CMS	I will present the latest results on searches for supersymmetry with the CMS detector at the LHC.	2019-08-26 12:30:00+00:00	30 minutes	Oral Presentation	Parallel session on searches for SUSY		Myriam Schoenenberger	
281	Searches for resonances in hadronic final states with the ATLAS detector	Many theories beyond the Standard Model predict new phenomena which decay to quarks.  Light-quarks are of particular interest at the LHC since new phenomena produced in parton collisions are likely to produce final states with (at least) two partons.  On the other hand, b- and top-quarks offer great potential to reduce the Standard Model background, although with significant challenges in reconstructing and identifying the decay products and modelling the remaining background.  Recent searches in various hadronic final states performed with the ATLAS experiment at the LHC on the 13 TeV data will be presented, along with some prospects for HL-LHC.	2019-08-27 12:00:00+00:00	25 minutes	Oral Presentation	Parallel Session		Trine Poulsen	
283	Chiral effects in rotating and accelerated medium	We consider a few theoretical issues related to the physics of heavy-ion collisions.    The emphasis is on predictions for microscopic variables, especially spin variables, and their dependence on the overall rotation and/or acceleration of the quark-gluon medium. In case of the rotation, as a manifestation of the low viscocity the central role is played by vortices. In case of the acceleration, we concentrate on the instability of the medium due to the Unruh effect.	2019-08-27 05:30:00+00:00	30 minutes	Oral Presentation	Workshop on Heavy Ion Physics		Valentin Zakharov	
284	Non-Abelian Proca-Dirac-Higgs theory: particle-like solutions and their energy spectrum	We study a system consisting of a non-Abelian $SU(2)$ Proca field interacting with nonlinear scalar (Higgs) and spinor fields. For such a system, it is shown that particle-like solutions with finite energy do exist. It is demonstrated that the solutions depend on three free parameters of the system, including the central value of the scalar field $\phi_0$. For some fixed values of $\phi _0$, we find energy spectra of the solutions. It is shown that for each of the cases under consideration there is a minimum value of the energy $\Delta=\Delta(\phi_0)$  (the mass gap $\Delta(\phi_0)$ for a fixed value of $\phi_0$). The behavior of the function $\Delta(\phi_0)$  is studied for some range of  $\phi_0$.     We show that the energy spectrum has a minimum, at least for some values of $\phi_0$, and we argue that this will also take place for any value of $\phi_0$ lying in the range $0< \phi_0 <\infty$. The behaviour of this minimum as $\phi_0 \rightarrow \infty$ is of great interest: if in this limit the minimum is nonzero, one can say that there is a mass gap $\Delta \neq 0$ in non-Abelian Proca-Dirac-Higgs theory.    If such a mass gap does exist, this would be of great significance. The reason is that in quantum field theory there is a problem to prove the existence    of a mass gap in quantum  chromodynamics. This problem is highly nontrivial and any examples of its existence (even within a classical theory)    would be very useful for an understanding of the nature of existence of the mass gap.    If there is a mass gap in the theory we are investigating, it is possible that this is due to the fact that non-Abelian Proca-Dirac-Higgs theory is some approximation for nonperturbative quantization in QCD. In this case, it can be assumed that the Proca field describes a $SU(2)$ subgroup of $SU(3)$, the Higgs scalar field describes sea gluons and the Dirac nonlinear field describes sea quarks.    Thus, the purpose of the investigation is to (i) obtain particle-like solutions within a theory with a non-Abelian $SU(2)$ Proca field plus a Higgs scalar field plus a nonlinear Dirac field; (ii) study energy spectra of these solutions; and (iii) search for a minimum of the spectrum (a mass gap).    The talk is based on Phys.Rev. D99 (2019) no.7, 076009	2019-08-24 08:30:00+00:00	30 minutes	Oral Presentation	Parallel Session		Vladimir Dzhunushaliev	
287	Lifshitz Regime and the phase diagram of QCD	We discuss dense cool QCD where a region with spatially inhomogeneous condensates may emerge. In that case, QCD phase diagram may exhibit a Lifshitz regime, which can appear either instead of, or in addition to Critical End Point. We study the Lifshitz regime using a combination of large-N expansion and numerical lattice simulations.	2019-08-22 12:30:00+00:00	30 minutes	Oral Presentation	Workshop on QCD		Semeon Valgushev	
289	`Effective locality and chiral symmetry breaking in QCD’.	Some years ago, relying on standard functional manipulations, a new property of QCD fermionic Green’s functions has been put forth and called effective locality. This feature of QCD is non-perturbative, as resulting from a full integration of the gluons degrees of freedom. At least at quenching and a mild eikonal approximation, the relation of effective locality to dynamical chiral symmetry breaking will be examined. In particular interesting connections to Quark Flavour Dynamics will be discussed.	2019-08-22 15:00:00+00:00	30 minutes	Oral Presentation	Workshop on QCD		Thierry Grandou	
291	B physics with CMS	The latets measurements coming from the B physics group will be shown in this talk.     Interesting results from data collected by CMS in different data taking periods will be discussed together with the possible perspective for the incoming years.	2019-08-26 13:30:00+00:00	25 minutes	Oral Presentation	Parallel Session on B physics at LHC		Valentina Mariani	
293	Search for rare and lepton flavor violating decays of the Higgs boson with the ATLAS detector	The Standard Model predicts several rare Higgs boson decay channels, which have not yet been observed, but that could be enhanced in theories beyond the Standard Model. Among these are decays to light leptons, e.g. $H \to\mu\mu$. In addition, theories beyond the Standard Model may predict lepton-flavor violating decays of the Higgs boson. Results for these searches based on pp collision data collected at 13 TeV will be presented.	2019-08-27 13:50:00+00:00	20 minutes	Oral Presentation	Parallel Session		Michaela Mlynarikova	
294	Lambda and antilambda hyperon polarization in heavy-ion collisions within transport model	$\Lambda$ and $\bar{\Lambda}$ polarization in heavy-ion collisions at BES RHIC energies is studied within the microscopic transport model UrQMD. We trace the formation and space-time evolution of vorticity and helicity patterns in details. This study demands a complex analysis of the fireball conditions including time slices, extraction of temperature and baryo- and strangeness chemical potentials, as well as freeze-out conditions of both hyperons. Rapidity and transverse momentum dependence of the polarization are obtained. We show that difference in global polarization of $\Lambda$ and $\bar{\Lambda}$ at c.m. energies below 10 GeV can be explained by different space-time freeze-out conditions of two hyperons. Comparison with the STAR results shows a fair agreement between the model and the data.	2019-08-24 09:40:00+00:00	25 minutes	Oral Presentation	Parallel Session		Oleksandr Vitiuk	
297	Current status of wormholes in generalized Galileon theories	Current status of wormholes in generalized Galileon theories	2019-08-28 12:00:00+00:00	30 minutes	Oral Presentation	Parallel Session		Sergey Mironov	
298	Stability and superluminality of cosmological models in generalized Galileon theories	Stability and superluminality of cosmological models in generalized Galileon theories	2019-08-28 12:30:00+00:00	30 minutes	Oral Presentation	Parallel Session		Victoria Volkova	
299	Universal gate design with beamsplitters and phase shifters	Universal gate design with beamsplitters and phase shifters	2019-08-28 13:30:00+00:00	30 minutes	Oral Presentation	Parallel Session		Sergey Mironov	
302	Higgs sector in the supersymmetric extension of the Standard Model with light sgoldstinos	We consider the generalization of the Minimal Supersymmetric Standard Model with spontaneous supersymmetry breaking in some hidden sector. After all heavy fields from hidden sector are integrated out, only fields from SM, MSSM and goldstino multiplet remain in the model. We discuss the possibility of di-Higgs production amplification via process gg $\rightarrow$ s $\rightarrow$ hh with scalar particle sgoldstino, which is the superpartner of goldstino fermion. In this process sgoldstino is produced by gluon fusion and then decays to a pair of light neutral (SM) Higgs bosons. We observe two possible regimes of sgoldstino decays depending on parameter choice: domination of gluon decay mode and production of pairs of light neutral Higgs bosons, W-bosons and Z-bosons in relation 1:2:1. We give numerical estimates for borders of regions corresponding to these regimes in parameter space. We also obtain an upper limit for $M_3/F$ and a lower limit for $\sqrt{F}$ from experimental searches for heavy scalar resonances and determination of gluino mass made by the ATLAS and the CMS collaborations.	2019-08-27 12:25:00+00:00	25 minutes	Oral Presentation	Parallel Session		Ekaterina Kriukova	
305	A Quantum Multiparty Packing Lemma and the Relay Channel	Optimally encoding classical information in a quantum system is one of the oldest and most fundamental challenges of quantum information theory. Holevo's bound places a hard upper limit on such encodings, while the Holevo-Schumacher-Westmoreland (HSW) theorem addresses the question of how many classical messages can be "packed" into a given quantum system. In this article, we use Sen's recent quantum joint typicality results to prove a one-shot multiparty quantum packing lemma generalizing the HSW theorem. The lemma is designed to be easily applicable in many network communication scenarios. As an illustration, we use it to straightforwardly obtain quantum generalizations of well-known classical coding schemes for the relay channel: multihop, coherent multihop, decode-forward, and partial decode-forward. We provide both finite blocklength and asymptotic results, the latter matching existing formulas. Given the key role of the classical packing lemma in network information theory, our packing lemma should help open the field to direct quantum generalization.	2019-08-28 12:30:00+00:00	30 minutes	Oral Presentation	Parallel Session		Hrant Gharibyan	
310	Measurements of the top quark mass using the ATLAS detector at the LHC	Measurements of the top quark mass using the ATLAS detector at the LHC	2019-08-24 08:50:00+00:00	25 minutes	Oral Presentation	Parallel Session		Jiri Hejbal	
312	Measurements of ttbar pairs produced in association with electroweak gauge bosons using the ATLAS detector	Measurements of ttbar pairs produced in association with electroweak gauge bosons using the ATLAS detector	2019-08-28 13:50:00+00:00	20 minutes	Oral Presentation	Parallel Session		Paul Glaysher	
319	On the Phase Structure & Dynamics of QCD	In this talk recent progress on the phase structure of QCD and transport processes with the functional renormalisation group are reviewed. I present an update of the phase boundary that is in agreement with recnet lattice results. At larger density we also find indictations for an inhomgeneous phase as well as a critical end point.     The method is also used for the computation of transport coefficients such as the shear viscosity as well as general real-time correlation functions. This input is then used for computing flow coefficients, particles yields and fluctuation observables with QCD-assisted hydrodynamics and transport at finite temperature and density.	2019-08-22 13:30:00+00:00	30 minutes	Oral Presentation	Workshop on QCD		Jan M. Pawlowski	
321	Unruh Instability	Unruh Instability	2019-08-27 13:30:00+00:00	40 minutes	Oral Presentation	Workshop on Lattice and Condensed Matter Physics		Valentin Zakharov	
322	Murray Gell Mann	TBA	2019-08-26 08:40:00+00:00	40 minutes	Oral Presentation	Murray Gell Mann Memorial Session		Jean Iliopoulos	
323	Generalized and Extended Uncertainty Principles and their impact onto the Hawking radiation	I will briefly present the main ideas of the Generalized Uncertainty Principle (GUP) and the Extended Uncertainty Principle (EUP). Then, first I will discuss the impact of GUP onto the Bekenstein entropy and the Hawking temperature and show how GUP influences the Hawking radiation leaving a remnant of a radiating black hole. I will also show that when GUP is applied, the Hawking radiation does not necessarily have to be sparse when a black hole approaches the Planck mass. Finally, I will present the influence of EUP on the Bekenstein entropy and the Hawking radiation for Rindler and cosmological spacetimes. Some interesting relations between black hole thermodynamics and the principle of maximum tension will also be uncovered.	2019-08-28 08:30:00+00:00	30 minutes	Oral Presentation	Workshop on New physics paradigms after Higgs and gravitational wave discoveries		Mariusz Dabrowski	
324	Primordial Intermediate Black Holes as Dark Matter	Primordial Intermediate Black Holes as Dark Matter	2019-08-27 09:30:00+00:00	30 minutes	Oral Presentation	Workshop on New physics paradigms after Higgs and gravitational wave discoveries		Paul Frampton	
325	Classical and quantum dynamics of higher derivative systems	Classical and quantum dynamics of higher derivative systems	2019-08-28 08:00:00+00:00	30 minutes	Oral Presentation	Workshop on New physics paradigms after Higgs and gravitational wave discoveries		Andrei Smilga	
326	Deviations of R^2 cosmology from the Einstein's General Relativity	Deviations of R^2 cosmology from the Einstein's General Relativity	2019-08-28 09:00:00+00:00	30 minutes	Oral Presentation	Workshop on New physics paradigms after Higgs and gravitational wave discoveries		Elena Arbuzova	
327	CMS Top Physics Highlights	CMS Top Physics Highlights	2019-08-28 12:30:00+00:00	30 minutes	Oral Presentation	Parallel Session		Mykola Savitskyi	
328	Some aspects of the cooling of neutron stars	Measurements of the low masses for the pulsar PSR J0737-3039B, for the    companion of PSR J1756-2251 and for the companion of PSR J0453+1559 on the one    hand and of the high masses for the pulsars PSR J1614-2230 and PSR J0348-0432 on    the other demonstrate the existence of compact stars with masses in a broad range    from 1.2 to 2 Msun .  We show that for realistic  stellar matter EoS it is possible to explain  the  whole set of cooling data within "nuclear medium cooling" scenario for compact stars by a variation of the star masses. We select appropriate proton gap profiles from those exploited in the literature and allow for a variation of the effective pion gap controlling the efficiency of the medium modified Urca process.    Using the set of existing observational  temperature-age data for neutron stars one can also extract their possible mass distribution  from the cooling model, because for each of observed compact object its mass can be predicted from the model. Such analyses has been performed for a particular EoS  -  DD2 model and shown that indeed the interval of masses from 1.2 to 2 Msun  should be equally populated.	2019-08-28 09:30:00+00:00	30 minutes	Oral Presentation	Workshop on Astro-Cosmo-Gravity		Hovik Grigorian	
330	Hall conductivity as the topological invariant in  phase space	It is well known that in the absence of interactions the quantum Hall (QHE) conductivity in the presence of constant magnetic field is expressed through the topological TKNN invariant. The same invariant is responsible for the intrinsic anomalous quantum Hall effect (AQHE), which, in addition, may be represented as one in momentum space composed of the two point Green function. We propose the generalization of this expression to the QHE in the presence of non-uniform magnetic field. The proposed expression is the topological invariant in phase space composed of the Wigner transformation of the two-point Green function. It is applicable to a wide range of non-uniform tight-binding models, including the interacting ones.	2019-08-26 07:00:00+00:00	30 minutes	Oral Presentation	Workshop on Lattice and Condensed Matter Physics		Ignat Fialkovskiy	
331	Effects of turbulent mixing and static noise in Hwa-Kardar model of self-organised criticality	The Hwa-Kardar model of self-organised criticality is studied by the renormalization group analysis. The noise in the model under consideration is quenched, i.e., Gaussian one with correlation function $\left\langle ff\right\rangle\propto\delta^{(d)} ({\bf x-x'})$, where both ${\bf x}$ and ${\bf x}'$ are spatial coordinates and no dependence on time is presented. The effects of turbulent motion of the environment are taken into account. The advecting velocity field is described by Gaussian ensemble with finite correlation time.    Critical exponents are calculated in one-loop approximation. We show that depending on the relation between the exponent describing scaling behavior of the velocity field and the spatial dimension $d$, the system reveals different types of large-scale, long-time scaling behaviour, associated with the possible fixed points of the renormalization group equations.	2019-08-26 15:00:00+00:00	30 minutes	Oral Presentation	Workshop on Heavy Ion Physics		Nikolay Gulitskiy	
332	The spatial sub-separation of strangeness from non strangeness in heavy-ion collisions at energies of FAIR and NICA	The heavy-ion collisions at energies of FAIR and NICA are studied within the microscopic transport models. The whole interaction area is subdivided into the smaller cells. We perform the analysis of the space-time evolution of all particles in all cells, in the T-mu_B and T-mu_S planes, and the analysis in x-t of the finally emitted strange and non-strange particles.    Following the time evolution of both distributions, we clearly see the spacial separation of strangeness from anti-strangeness, as well as earlier freeze-out times of kaons and pions compared to those of protons and Lambdas. The latter appear to be frozen out at lower temperature and larger strangeness chemical potential.	2019-08-28 14:00:00+00:00	30 minutes	Oral Presentation	Workshop on Physics at FAIR-NICA-SPS-BES/RHIC		Larisa Bravina	
334	Bayesian Analysis for Extracting Properties of the Nuclear  Equation of State	We perform a Bayesian analysis for selecting the most probable     equation of state under a set of constraints from compact star physics,     which now include the tidal deformability from GW170817. For the first     time it was considered a two-parameter family of hybrid equations of     state that is based on realistic models for the hadronic phase     (KVORcut02) and the quark matter phase (SFM) which produce a third     family of hybrid stars in the mass-radius diagram. We present the     corresponding results for compact star properties like mass, radius and     tidal deformabilities and use empirical data for them in Bayesian     analysis method to obtain the probabilities for the model parameters     within their considered range.	2019-08-28 10:00:00+00:00	30 minutes	Oral Presentation	Workshop on Astro-Cosmo-Gravity		Alexander Ayriyan	
337	Welcome		2019-08-22 05:40:00+00:00	10 minutes	Oral Presentation	Opening of the conference		Konstantinos Zormpas	
339	Heavy Ion Beam Dynamics in Continuous Wave Superconducting Linacs	Full list of authors: P.N. Ostroumov,   S. Cogan, K. Fukushima, S.H. Kim, S. Lidia, F. Marti, T. Maruta, A.S. Plastun, J. Wei, T. Yoshimoto, T. Zhang and Q. Zhao,     The Facility for Rare Isotope Beams in Michigan State University includes a continuous wave (CW) superconducting (SC) driver linac capable to accelerate any ion beam from oxygen to uranium above 200 MeV/u. The first segment of the FRIB linac, composed of 15 cryomodules, was successfully commissioned with beam. Detailed study of the beam parameters demonstrated good consistency with the original design parameters. Four ion beam species, Ne, Ar, Kr and Xe, were accelerated up to 20.3 MeV/u with 100% transmission and no detectable beam losses. High-power equivalent beams were delivered to the beam dump in two modes: pulsed and CW. In pulsed mode, the peak intensity of argon beam was 14.8 pA at 3% duty factor which constitutes 30% of the FRIB design intensity for this particular ion beam. A CW argon beam was accelerated, demonstrating that the FRIB linac in its current configuration is the highest energy CW SC hadron linac in the world.    *Work supported by the U.S. Department of Energy Office of Science under Cooperative Agreement DE-SC0000661, the State of Michigan and Michigan State University.	2019-08-22 09:30:00+00:00	30 minutes	Oral Presentation	Workshop on Physics of Exotic Nuclei		Peter Ostroumov	
340	Physics Opportunities with an Electron Ion Collider in the USA	TBA	2019-08-22 09:00:00+00:00	30 minutes	Oral Presentation	Lepton Nucleon Scattering Mini-workshop	Special session on Lepton-Nucleus scattering and Structure of the Nucleon	Abhay Deshpande	
342	The 12 GeV Program of Jefferson Lab	TBA	2019-08-23 06:00:00+00:00	30 minutes	Oral Presentation	Lepton Nucleon Scattering Mini-workshop		Allison Lung	
343	The electromagnetic form factors of the nucleons	TBA	2019-08-23 08:00:00+00:00	30 minutes	Oral Presentation	Lepton Nucleon Scattering Mini-workshop		Ronald Gilman	
344	The SupereKEKb/BELLE II as a demonstrator of future colliders	TBA	2019-08-23 09:00:00+00:00	30 minutes	Oral Presentation	Workshop on Future of Fundamental Physics		Philip Bambade	
345	The ILC project – status	TBA	2019-08-23 09:30:00+00:00	30 minutes	Oral Presentation	Workshop on Future of Fundamental Physics		Akira Yamamoto	
349	Deep-Inelastic electron-nucleon scattering	TBA	2019-08-22 07:00:00+00:00	30 minutes	Oral Presentation	Lepton Nucleon Scattering Mini-workshop		Cynthia Keppel	
350	The CLIC project	TBA	2019-08-24 08:20:00+00:00	45 minutes	Oral Presentation	Workshop on Future of Fundamental Physics		Andrea Latina	
351	The CEPC project – status	TBA	2019-08-24 09:05:00+00:00	45 minutes	Oral Presentation	Workshop on Future of Fundamental Physics		Meng Wang	
352	The FCC study: status and accelerator design	TBA	2019-08-24 09:50:00+00:00	40 minutes	Oral Presentation	Workshop on Future of Fundamental Physics		Katsunobu Oide	
380	Opening		2019-08-22 05:30:00+00:00	10 minutes	Oral Presentation	Opening of the conference			https://indico.cern.ch/event/754973/contributions/3538361/attachments/1895828/3127924/LB_welcom_talk.pdf
